address,eth_wei
0x17db98065649731e50cf0972e4bbfb33003fa022,0
0xa6b4d3f38be8ff70cccc403af33192b77e66fded,0
0x8349e1733c3a50e4b1d70d6bab84eed445f09289,0
0x37c018475d05cbdca7f9894870a5649836ea2571,0
0x3582b312e9a68b5044e0859e2b6c143089af05d9,0
0x61f7cba0a6274a7a0fed152b9d55172135dc64be,0
0xc709dd8b0f898e67e6c230c69780be72ac9a5553,0
0xab161516571cca971daf9eecf844bbca45685b29,0
0x93dbd3f29f012708e3457e7b71d0b7ca20f1b4d6,0
0x9fd9c1bc4c0161fcda9d9908bd87424cb84a352f,0
0xd7053e5d5adf9464b7d2cf82ea179b6e14543930,0
0xff6b712c8b188fac33c5060c885360ecaf8aec85,0
0x8184a9b2fd96477e2a95b6907019a10b55e8032c,0
0x2d65aabd57e1eaa9cb9bd1eed6c54d845451e595,0
0x321ff34e34a596ca74bb0eb8c3238faa3f13faf5,0
0x7fcc69f18dfc3a49695b5c54461b10457f5026c1,0
0xb5a458116a4896c764d90565f9fb53366bee1b7c,0
0xb53fee6dc10f2cf2be27cb5196ec34a18b4ec203,0
0xe17e3a1f527d76240fd2559b0f15d3c4f0d09d43,0
0xba2d35a351c232707374c8dcb265c41375e70fca,0
0x68c93be54150c1aceee395a9d5dab98afb9acf0b,0
0xdf6fc2d9d1d73deb7adf8d3315e2a69d526b6232,0
0x2226e70d4c3ef9922e664417ab31d1141e937f1f,0
0x48aa35f871538d2c5a9c90f0dcb3649fc06e3b2f,0
0x8275bfa2a38a19c57a782eff44a805fa2558a537,0
0x705c8eb992c9efbc9acffdf61831581c3d392c51,0
0x6966e5d5fab4ba9db5f2ded950ef8649d0c85104,0
0xa6527f1771f428080920cb3052f42357990cc2d5,0
0xbf3bd4d286f7d74be7e88082f66c5478a8b6e4a4,0
0x478880b8cf188b4df8d47110e5f359ac178dec1b,0
0x6cd731bab3f663b640bc77915fe601ab4781d464,0
0x0ab40cf206e9587e4c3abf9a2bf00e589415e202,0
0xfab6651b77de8d05468e673a3988a278ab050830,0
0x1c8fcb25cca3acb3e8fa69d7bb7c6dda8ff98416,0
0xdbe77e24c9bd18c3e0eac4db8596d848b06996e0,0
0xbbccf07b56e0c5336487867e54468def73054d1d,0
0xf513ee88804c55dc33f9c15f71a809b2b42ad948,0
0x24e79cc4d4d89826075f03ab642e08a5b376cef6,0
0x1e4036d328208c8d0180e9d40c8c69839025199a,0
0x1e3b0dee2662b0b5715bdeecd68a84e9612fcb27,0
0x53bd853f9493c389d7142600f4153efe3c558bb6,0
0x4820f86984ed76cbff913ce2bec45ec7f50de586,0
0xa1988b66d2ed6c8ec188e08e56c924c31752db3c,0
0x2b9aec4946766c1e46fdf40c53ce3973a5c4a62d,0
0xb30722eadb943c28224d9df980b22b47b399bbf9,0
0xf2415aff08446c087497ba7d7e581beef4109be0,0
0x55018fa7842265bd9ac1dfc3bcd0960d758a8c4a,0
0x05194efb25be48d4b6d67d54569fa41cf55dc473,0
0x9b726bb93dea890e553adfba878989b0d2392b3c,0
0xd0f0653b1578969afc4ab186e135cbcd1e4c27fc,0
0xfe3ab1a51e6a8a1703e2777bed04bfbd6266b51a,0
0xa7a92604aadce5306384d87c74f393891bfa4831,0
0x1f3ef9030bd092ce8ec266f27033524cd2730493,0
0x2ae82899937e4a815ab032c400b5b511dbbf10f4,0
0xba58a0bea0a8f047b6ec5b1cf5d993b4885602fa,0
0xb9bcb17eb177240b0a1c807966516d8cacac120c,0
0x9a329ac09e526dec54564001a22329800c557ced,0
0xa92cc733618c4d43d94713be75c6eca47708099a,0
0x7d18ad3afcbcc55e167dfd5b97d56a7fe6d512d0,0
0xe3b64e567829ea5a79ea3a569a86e1d739c79696,0
0x1fd57bb84cbe1cd40d8569403de8cf805daa4f20,0
0x324873a90dc6ae9a74e147eb8ae008d64b9c2b28,0
0x99643caca843554b8c6f629434b4b9792c96f32a,0
0x0995da1e6b5e7ff04ca20fc3e72207637c880128,0
0x131a96eefe382461e4273d9b2fa409163534c79f,0
0xe551c54507e8b5623c1102c360ff7bb7d4c19117,0
0xeedc1cdaac7ec27fcc9543cc7f2c050cae00b8d9,0
0xa1ca31fbd8e066ff5ff90e16d5907cda0bb71bef,0
0xe59bc0d5917f443272f65ef2570203a632676a27,0
0x07da2d6e7836dcf20d8cc10d11c2b11370ab9248,0
